id,label,model list,text 
1999146,Powertrain,['DODGE RAM 1999'],"on certain pickup trucks, the plastic hydraulic clutch line could rupture from overheating from exhaust temperatures because an underbody heat shield may be the improper length.  this could cause hydraulic fluid to leak onto the exhaust and cause an underbody fire.  correction:  proper length heat shield will be installed on affected vehicles."
1999158,Suspension,"['DODGE RAM 1994', 'DODGE RAM 1995']","on certain pickup trucks equipped with a diesel or v-10 engine, the front suspension spring/shock towers may crack and eventually separate from the vehicle frame.  if the left side tower cracking goes undetected by the operator and separates from the frame, the shock tower may damage the rear wheel brake lines.  if this happens, this may result in reduced system pressure creating the potential for increased stopping distances.  correction:  spring/shock towers will be inspected and vehicles exhibiting cracking will have the towers replaced with a tower that incorporates reinforcement.  vehicles that do not exhibit cracking will have a weld on reinforcement added."
1999200,Emissions,"['DODGE CARAVAN 2000', 'PLYMOUTH VOYAGER 2000']","on certain vehicles equipped with 3.0 litre engines, the vehicle emission control information (veci) labels are those required by the us federal standard.  correction:  the correct veci label, along with installation instructions will be mailed to owners."
2000033,Fuel Supply,"['DODGE DURANGO 1998', 'DODGE DURANGO 1999']","on certain vehicles, the fuel tank strap may separate due to high stress concentration at the double toggle lock upset area.  fuel tank strap separation could result in the fuel tank contacting the road surface or, on vehicles equipped with a fuel tank skid plate, the tank may contact the skid  plate and wear at the point of contact.  either condition could result in fuel tank leakage.  correction: double toggle lock fuel tank straps will be replaced with the single toggle lock design."
2000034,Suspension,['DODGE RAM 2000'],"on certain pickup trucks, the welds at the right side lower control arm (lca) bracket-to-axle-tube attachment may have inadequate fatigue life due to poor weld quality.  inadequate fatigue life may lead to separation of the lca bracket from the axle tube.  if the bracket separates, the vehicle may experience reduced directional stability, braking degradation and/or vehicle pull under braking. correction:  front axle will be replaced with a properly welded front axle."
2000035,Brakes,['DODGE DURANGO 1998'],"on certain vehicles, the rear brake tube may contact an underbody crossmember during normal vehicle operation and eventually wear a hole in the tube.  if the tube becomes perforated, a reduction in braking will occur at the rear wheels, increasing stopping distances and increasing the risk of a vehicle crash without prior warning.  correction:  vehicles will be inspected and a rubber isolator will be installed on the brake tube.  those vehicles exhibiting contact that have more than 75,000km will have the brake tube replaced with the production tube and isolator."
2000043,Emissions,['DODGE AB VAN 1999'],"certain vehicles equipped with lpg or cng fuel systems do not comply with the requirements of cmvss 1101 - emission device.  the malfunction indicator lamp (mil) may illuminate when no problem exists, or not light when one does.  correction:  dealers will install (reflash) the proper powertrain control  module (pcm) calibration."
2000106,Structure,"['DODGE RAM 1998', 'DODGE RAM 1999', 'DODGE RAM 2000']","on certain pickup trucks, the trailer hitch side brackets were manufactured using materials with insufficient physical properties (i.e. yield and tensile strength).  after extended usage, brackets built without proper material may fatigue and fracture in the area where the trailer hitch mounts to the frame. this could result in separation of the towed unit creating a  possible road hazard and crash.   correction:  vehicles will be inspected and any trailer hitch that exhibits evidence of fatigue cracking will be replaced.  if there is no evidence of cracking, two reinforcement plates will be installed."
2000111,Powertrain,"['DODGE DAKOTA 1991', 'DODGE DAKOTA 1992']","certain vehicles may be inadvertently left in reverse when the operator places the shift lever in the ""park"" position. should this occur, unintentional rearward movement of the vehicle could result.  correction:  the steel manual valve in the transmission will be replaced with an aluminum version that will provide immediate feedback of reverse engagement to operators if they do not place the shift lever in gated park."
2000144,Electrical,"['DODGE RAM 1994', 'DODGE RAM 1995', 'DODGE RAM 1996']","certain pickup trucks were built with an ignition switch and wiring that may overheat under certain operating conditions.  high electrical current loads pass through the switch when the blower motor is operated on high for an extended period of time. the extensive current load can cause the ignition switch and wiring to overheat, possibly resulting in a vehicle fire. correction: vehicles will have a relay and overlay harness installed.  in addition, the ignition switch and wiring will be inspected and replaced as necessary."
2000162,Brakes,['DODGE DAKOTA 2000'],certain vehicles may have been built with inadequate clearance between the left front brake tube and the power steering hose.  this could result in the power steering hose contacting and wearing a hole in the brake tube.  perforation of the left front brake tube will result a partial brake system failure and a loss of braking force at the front wheels.  correction:  brake tube and power steering hose will be inspected for wear and replaced if necessary.  a power steering stand off bracket will also be installed to ensure adequate clearance between the brake tube and the power steering hose.
2000170,Brakes,"['DODGE DAKOTA 1997', 'DODGE DAKOTA 1998', 'DODGE DAKOTA 1999', 'DODGE DAKOTA 2000']","on certain vehicles, the rear axle vent hose could contact the rear brake hose which eventually could wear a hole in the brake hose.  perforation of the rear brake hose will result in a loss of braking force at the rear wheels.  correction:  rear brake hoses will be inspected for evidence of wear.  worn brake hoses will be replaced.  the rear axle vent hose will be shortened by 8 cm and a clip will be installed to assure the clearance between the axle vent line and the brake hose is maintained."
2000171,Fuel Supply,['DODGE DAKOTA 1997'],"on certain vehicles with 131"" wheel base, inadequate clearance between the fuel line and the cab underbody could eventually wear a hole in the fuel line resulting in loss of fuel.  leaking fuel, in the presence of an ignition source, could ignite and result in a vehicle fire.  correction:  vehicles will be inspected for proper fuel line clearance. fuel lines with inadequate clearance will be replaced with a redesigned fuel line."
2009328,Other,"['FORD TAURUS 2010', 'LINCOLN MKT 2010']","certain vehicles fail to comply with the requirements of cmvss 205 - glazing materials.  the standard specifies that glazing which meets the testing requirements be marked with the characters ""asi"" in close proximity to the designation of the trademark.  this information was inadvertently omitted from this location; however, it is marked in the upper portion of the windshield, on both sides.  correction: since this does not pose any safety risk, no corrective action is required."
2009345,Suspension,"['FORD F650 2010', 'FORD F750 2010']","on certain vehicles, grease in the s-cam lubrication tube of the front and rear axle assemblies was omitted during vehicle assembly.  if the s-cam is not lubricated, corrosion may develop over time, which may restrict release of the service brake at the affected wheel and may result in excessive brake temperatures and possibly longer stopping distances.  longer stopping distances could result in a crash causing property damage, personal injury or death.  correction: dealers will add lubrication to the s-cam lubrication tube and will inspect the s-cam operations."
2010022,Label,['FORD MUSTANG 2010'],"on certain mustang shelby gt500 vehicles, the label on the driver's side b-pillar may have incorrect rear tires size information.  correction: dealers will install updated labels."
2010122,Seats And Restraints,"['FORD EXPLORER 2010', 'FORD EXPLORER SPORT TRAC 2010', 'FORD FUSION 2010']","on certain vehicles, the manual recliner mechanisms may have a gear plate teeth out of dimensional specifications, which could result in limited pawl to gear plate tooth engagement and create additional movement to the seat back.  correction: dealers will replace the front seat manual recliner mechanism(s)."
2010149,Brakes,['FORD RANGER 2010'],"on certain vehicles, the right rear parking brake cable may disconnect from the parking brake actuating lever when the parking brake pedal is released and the parking brake shoes are frozen to the drum.  the cable may lift off the lever as it moves when the parking brake is released, if the brakes are sufficiently frozen so that the lever does not move.  should the right rear parking brake cable becomes disconnected, the parking brake pedal will exhibit extended travel and may not be able to fully apply the parking brake in subsequent use.  if  the vehicle is equipped with a manual transmission, and is parked in neutral without a fully applied parking brake, the vehicle may move unintentionally and cause property damage or personal injury to bystanders.  correction: dealers will install a revised right side actuator with the lever pivot located at the top of the actuator."
2010164,Other,"['FORD ESCAPE 2010', 'FORD FUSION 2010']","on certain vehicles, the automatic transmission's park rod guide retention pin may not have been properly installed.  if the pin not installed properly, the park rod guide may become displaced, preventing the transmission park pawl from engaging when shifted into ""park"".  this could allow vehicle movement and result in property damage or personal injury to bystanders.  correction: dealers will inspect and, if necessary, install the missing park rod guide retention pin."
2010228,Other,['FORD TRANSIT CONNECT 2010'],"*** this action is a customer satisfaction campaign and is not being conducted under the requirements of the motor vehicle safety act.***    on certain vehicles, the headliner pushpin at the b-pillar may not absorb sufficient energy to conform to the u.s specific regulatory requirement for unbelted occupant protection in an interior impact.  in the event of a crash, the headliner pushpin in this location may not provide the interior impact protection intended, increasing the risk of injury.  although canadian vehicles comply with all canada motor vehicle safety standards, ford motor company of canada is voluntarily conducting this customer satisfaction program to reassure transit connect owners."
2010284,Suspension,"['FORD WINDSTAR 1998', 'FORD WINDSTAR 1999', 'FORD WINDSTAR 2000', 'FORD WINDSTAR 2001', 'FORD WINDSTAR 2002', 'FORD WINDSTAR 2003']","on certain vehicles registered and operated in areas where road salt is used on the roadways during winter months for extended time periods (ontario, quebec, new brunswick, nova scotia, prince edward island and  newfoundland-labrador), the rear axle may corrode and fracture.  if the rear axle fractures, vehicle handling may be adversely affected, creating the risk of a crash.  correction: dealers will install rear axle reinforcement brackets."
2001023,Suspension,['DODGE RAM 2001'],"on certain vehicles equipped with optional camper and spring overload package, the rear axle retaining u-bolts could lose clamp load due to a soft joint at the upper spring plate.  this could result in displacement of the rear axle and a loss of vehicle control.  correction:  spring spacer plates will be removed and the spring plates will be replaced."
2001052,Engine,"['DODGE RAM 1994', 'DODGE RAM 1995', 'DODGE RAM 1996']","on certain diesel pickup trucks,  the throttle cable can unravel (fray) or break, which could result in loss of throttle control and loss of power.  correction:  original throttle control cable and upper bell crank lever will be replaced on affected vehicles."
2001053,Brakes,['DODGE RAM 2000'],"certain 4x4 pickup trucks may have inadequate clearance between the front tire/wheel and the brake hose/abs sensor wire assembly.  during full lock turns, it is possible for the tire or wheel to contact the brake hose/abs sensor wire assembly, ultimately resulting in damage to the sensor wire and the possibility of a hole in the brake hose.  this could result in loss of braking force at the front wheels.  correction:  dealers will inspect affected vehicles and correct the hose/abs sensor wire contact condition where required. the front brake hose assemblies will be replaced and the abs sensor wire will be inspected and replaced if necessary."
2001055,Structure,"['DODGE RAM 1994', 'DODGE RAM 1995', 'DODGE RAM 1996', 'DODGE RAM 1997', 'DODGE RAM 1998', 'DODGE RAM 1999']","on certain pickup trucks located in ontario, quebec and the maritime provinces, corrosion of the hood secondary latch return spring may cause the hood secondary latch to become inoperative, possibly allowing the hood to open unexpectedly if the primary hood latch mechanism is not engaged. such an occurrence could block driver vision and result in possible loss of control and a crash.  correction:  a new secondary hood latch that incorporates a stainless steel spring will be installed on affected vehicles."
2001065,Powertrain,"['DODGE DAKOTA 2001', 'DODGE DURANGO 2001']","on certain 4wd vehicles, the electric shift transfer case may not fully engage into gear when the operator moves the transfer case selector switch. this could cause the transfer case to end up in the neutral position unexpectedly and allow the vehicle to roll away if the parking brake is not applied.   correction:  dealers will reprogram the transfer case control module."
2001117,Seats And Restraints,"['DODGE VIPER 1998', 'DODGE VIPER 1999', 'DODGE VIPER 2000', 'DODGE VIPER 2001']","on certain vehicles, the optional 5 point racing seat belt may not meet load specification. correction: dealers will replace the seat belt assemblies."
2001118,Seats And Restraints,"['DODGE DAKOTA 2000', 'DODGE DURANGO 2000', 'DODGE RAM 2000', 'DODGE RAM 2001']","on certain vehicles, the sound deadener material internal to the air bag clock spring may detach rendering the air bag inoperative.  correction: dealers will replace the clockspring."
2007004,Suspension,['HONDA TRX450ER - SPORTRAX 450 2006'],"on certain atvs, the front suspension ball joints may have become contaminated during the manufacturing process, which may result in rapid wear of the ball joint and possible separation.  if the ball joint separates, the driver may lose steering control, which could result in a crash.  correction: dealers will replace all four front suspension arms."
2007013,Airbag,"['HONDA ACCORD 2004', 'HONDA ACCORD 2005']","the seat position sensor (sps) detects the driver's seating position and adjusts the airbag inflation pressure accordingly in the event of a crash.  this is primarily to lessen the inflation pressure for smaller statured drivers who usually sit closer to the steering wheel.  in the affected vehicles, the sps harness was incorrectly attached to the 8-way power seat frame.  over time, the sensor harness could break which would cause the airbag warning light to be illuminated, and the sps to fail.  a failure of the sps causes the airbag deployment to default to full inflation pressure, regardless of the seat position.  full deployment of the driver's airbag could increase the risk of injury for smaller statured drivers in a frontal crash.  correction: dealers will replace the seat position sensor wiring harness."
2007024,Electrical,['HONDA CIVIC HYBRID 2006'],"certain parts of the integrated motor assist (ima) system are located under a metal cover behind the rear seat-back.  over time the weight of rear seat occupants may cause the metal cover to come into contact with a rubber cap covering an electrical terminal.  the rubber cap may get pinched, exposing the electrical terminal.  the exposed terminal may come into contact with the metal cover, which could result in an electrical short that may blow the ima fuse.  a blown fuse will cause the engine to stall, increasing the risk of a crash.  correction: dealers will install a plastic cover over the rubber cap covering the electrical cable."
2007088,Fuel Supply,"['ACURA RL 2005', 'ACURA TL 2005', 'ACURA TSX 2005', 'HONDA ACCORD 2005', 'HONDA ACCORD HYBRID 2005', 'HONDA ODYSSEY 2005', 'HONDA RIDGELINE 2006']","on certain vehicles, a manufacturing fault with the fuel pump relay could cause the coil wire in the relay to break.  if this happens, the fuel pump will not operate and the engine may not start.  if the relay fails while driving, the engine may stall without warning and a crash could occur.  correction: dealers will inspect and, if required, replace the fuel pump relay."
2007089,Engine,['HONDA CMX250C - REBEL 2007'],"certain motorcycles may have a defective crankcase breather separator.  during the molding process, the breather passage may have been blocked by a thin layer of the injected plastic material.  this blockage will create a build-up of pressure inside the crankcase and may cause the left side engine seal to be pushed out of position and an oil leak to occur.  oil leakage from the failed seal while riding can spray onto the rear tire or the road, increasing the risk of a crash.  correction: dealers will replace the breather."
2010285,Fuel Supply,"['FORD F650 2008', 'FORD F650 2009', 'FORD F750 2008', 'FORD F750 2009']","on certain trucks equipped with a caterpillar c7 diesel engine, the number 5 and 6 fuel lines may crack at the fastening point to the common fuel rail, causing a high pressure fuel leak.  fuel leakage, in the presence of an ignition source, could result in a fire causing property damage and/or personal injury.  correction: dealers will replace the affected fuel lines."
2010366,Other,"['FORD EDGE 2011', 'LINCOLN MKX 2011']","certain vehicles may have control module settings that disable the locking function for the liftgate.  technical standards document no. 206 s4.3 requires that that each door, including liftgates, be equipped with a locking device.  correction: dealers will update the control modules."
2010463,Electrical,"['FORD EDGE 2011', 'FORD F150 2011', 'FORD F250 SUPER DUTY 2011', 'FORD F350 SUPER DUTY 2011', 'FORD F450 SUPER DUTY 2011', 'FORD F550 SUPER DUTY 2011', 'LINCOLN MKX 2011']","on certain vehicles, the body control module (bcm) may develop an internal short.  if an electrical short occurs, an overheating condition may result in a vehicle fire causing property damage and/or personal injury.  correction: dealers will inspect and, if necessary, replace the body control module."
2011038,Suspension,"['FORD WINDSTAR 1999', 'FORD WINDSTAR 2000', 'FORD WINDSTAR 2001', 'FORD WINDSTAR 2002', 'FORD WINDSTAR 2003']","on certain vehicles, the subframe may not have been properly e-coated during the manufacturing process.  as a result, the subframe of vehicles originally sold, or currently registered, in areas of heavy road salt usage during winter months (ontario, quebec, new brunswick, nova scotia, prince edward island, and newfoundland & labrador), may rust over time, resulting in reduced durability of the front lower control arm rear attaching brackets and body mount attachments at the rear of the front subframe.  a separation of a front lower control arm rear attaching bracket may result in a lower control arm separation.  a separation of both front subframe rear body mounts may result in diminished vehicle directional control.  either condition could result in reduced steering control, which may lead to a crash causing property damage and/or personal injury.  correction: dealers will inspect the front lower control arm rear attaching brackets and body mount attachments at the rear of the front subframe.  if the front lower control arm rear attaching brackets are not cracked, perforated, or exhibiting significant metal loss, and if the front subframe at the rear body mount locations are not cracked with metal separation aft of the rear body mount, and if the front subframe is not cracked or perforated in the area between the rear body mount and the front lower control arm rear attaching bracket, the vehicle will be returned to its owner and the owner will be notified when to return for installation of reinforcement brackets."
2011046,Seats And Restraints,['FORD EXPLORER 2011'],"on certain vehicles, the second row 60% seat (with a manual recliner mechanism) may have components that are out of dimensional specifications and thereby may not comply with the seatback strength requirements of the canada motor vehicle safety standards 207 - anchorage of seats.  in the event of a crash, the seatback may not provide the required strength, increasing the risk of injury to the seat occupant.  correction: dealers will replace the manual recliner mechanism."
2011047,Other,"['FORD F150 2009', 'FORD F150 2010']","on certain vehicles, the interior housing embossment retaining the interior door handle spring may fracture during normal usage, resulting in insufficient spring force to return the handle to the fully stowed position.  the door latch will remain fully engaged, however, the handle may be loose, causing a rattle or noise, and the handle may not return to the fully closed position.  depending on spring load force and handle position, the inertial loads experienced by the interior door handle may cause the door latch to open during a side impact crash.  if this were to occur and the door opened during a crash, an occupant not wearing a seatbelt could be ejected from the vehicle, increasing the risk of personal injuries.  correction: dealers will inspect and, if necessary, either add a spring embossment reinforcement or replace the interior door handle assembly."
2011072,Fuel Supply,['FORD RANGER 2010'],"on certain vehicles equipped with a 2.3l engine, the fuel line in the area of the throttle body shield may not have the protective convolute properly installed.  if the protective convolute on the fuel line is not assembled in the proper position, the fuel line may contact the edge of the shield.  over time this contact may chafe the fuel line, resulting in a fuel leak.  fuel leakage, in the presence of an ignition source, could result in a fire causing property damage and/or personal injury.  correction: dealers will trim the throttle body shield, inspect the fuel line for damage, and replace the line if necessary."
2011073,Airbag,"['FORD F150 2004', 'FORD F150 2005', 'FORD F150 2006', 'LINCOLN MARK LT 2006']","on certain vehicles, the airbag clockspring jumper wire may be oriented in a way that allows contact with the lower horn mounting plate.  in this position the wire insulation may chafe, exposing bare copper, and creating the potential for a short circuit.  should this occur, the airbag warning lamp will illuminate, indicating service is required.  in some instances, the driver's airbag could inadvertently deploy.  inadvertent deployment in a non-collision (non-impact) situation may create expensive vehicle repair, including replacement of the driver's airbag module.  in some instances, inadvertent deployment could cause minor injuries to vehicle occupants.  correction: dealers will install an updated clockspring jumper wire which incorporates a protective mesh cover."
2011136,Tires,"['FORD F250 SUPER DUTY 2008', 'FORD F250 SUPER DUTY 2009', 'FORD F350 SUPER DUTY 2008', 'FORD F350 SUPER DUTY 2009']","on certain vehicles, the factory-installed continental contitrac tires may experience uneven wear, vibration, or, particularly under condition of overloading or under inflation in high ambient temperatures, separation between the belt edges, which could lead to tread detachment.  tire failure could cause the driver to lose vehicle control, which may result in a crash causing property damage and/or personal injury.  correction: dealers will replace affected tires."
2011159,Seats And Restraints,"['FORD E150 2011', 'FORD E250 2011', 'FORD E350 2011', 'FORD E450 2011']","certain vehicles may have been equipped with a driver power seat track assembly that was inadvertently manufactured with an incorrect worm gear.  as a result, the driver seat may not comply with the requirements of canada motor vehicle safety standard 207 - anchorage of seats.  during unusually high seat and seatbelt loading, such as during a crash, a seat track worm gear may disassemble, which could result in seat assembly movement, possibly causing personal injury.  correction: dealers will inspect and, if necessary, replace the seat track assembly."
2011175,Brakes,"['FORD F650 2011', 'FORD F750 2011']","certain vehicles fail to comply with the requirements of canada motor vehicle safety standard 121 - air brake systems.  the antilock brake system (abs) module may have been incorrect programmed during vehicle assembly.  as such, the trailer abs fault indicator lamp may not illuminate if a trailer abs fault occurs.  a driver who is unaware that the trailer abs is not functioning could lose control of the trailer under hard braking, which could result in a crash causing property damage and/or personal injury.  correction: dealers will replace the abs module."
2001155,Powertrain,['DODGE DAKOTA 2000'],certain pickup trucks equipped with 4.7l engine and automatic transmissions. the automatic transmission may expel fluid from the fill tube during normal temperature operation. the transmission fluid could come into contact with the hot exhaust system and ignition of the transmission fluid could result. correction:  dealers will shorten the vent hose and assure adequate clearance.  
2001197,Seats And Restraints,"['DODGE DAKOTA 2000', 'DODGE DAKOTA 2001']",certain quad cab pickup trucks. the front outboard lower seat belt anchor bolts may not be tightened correctly. an improperly tightened seat belt anchor may not provide the anticipated level of occupant restraint in a crash.  correction: dealers will inspect the driver and passenger side lower seat belt anchor bolts and tighten to specification.
2001200,Steering,"['DODGE DAKOTA 1989', 'DODGE DAKOTA 1990']","certain 4x2 pickup truck convertibles equipped with v6 engines (built from november 1988 - june 1990) and 4x2 pickup trucks equipped with the shelby package (built october 1988 - june 1989). the frame can crack at the steering gear attachment and/or the steering gear mounting bolts can fracture. the steering gear can separate from the vehicle frame resulting in a loss of vehicle control increasing the potential for a vehicle accident. correction: dealers will add reinforcements to the frame and replace the steering gear mounting bolts. if the frame is already cracked, the steering gear weld nuts will also be replaced.   "
2001210,Electrical,"['DODGE RAM VAN 2000', 'DODGE RAM VAN 2001', 'DODGE RAM WAGON 2000', 'DODGE RAM WAGON 2001']","certain vans and wagons. in the presence of road salt, water, and possibly other debris, the power seat connector located beneath the driver's seat could develop a high resistive short circuit that cycles the circuit breaker. if the circuit breaker cycles for an extended period of time, a sufficient amount of heat could build up in the connector, possibly resulting in a fire. correction:  owners will receive instructions for removing the circuit breaker from the fuse panel. if an owner desires, their dealer can perform the repair."
2001221,Steering,"['DODGE VIPER 1996', 'DODGE VIPER 1997', 'DODGE VIPER 1998', 'DODGE VIPER 1999', 'DODGE VIPER 2000']",certain vehicles may experience cracking of the steering rack mounting brackets which could result in unexpected steering looseness and lag. correction: dealers will install reinforcement brackets.
2001269,Structure,"['DODGE VIPER 1996', 'DODGE VIPER 1997', 'DODGE VIPER 1998', 'DODGE VIPER 1999']",certain passenger vehicles used extensively in track type racing events and subjected to aggressive driving conditions could experience cracks at the welds of the rear differential mounting bracket. the cracks could eventually lead to metal fatigue and dislodging of the differential mounting bracket from the frame of the vehicle. separation of the differential mounting bracket could result in loss of vehicle control. correction:  all affected vehicles will have a field repair kit installed. vehicles exhibiting cracks will require an additional weld repair prior to installation of the kit.
2002026,Other,['DODGE RAM 2001'],"on certain pickup trucks, the alternator wire may be improperly attached, leaving it susceptible to a possible loss of clamp load under certain circumstances. if the alternator connection becomes loose, the high resistance circuit may overheat the power distribution center (pdc), possibly causing a vehicle fire. correction: dealers will inspect the installation of the alternator wire connection to the pdc and if necessary re-position the wire and re-tighten the attaching nut if necessary."
2002107,Engine,"['DODGE RAM VAN 1997', 'DODGE RAM VAN 1998']","certain ram trucks equipped with a diesel engine. the potential is for the throttle control linkage joints to corrode and cause the throttle  to bind or stick, which could result in a loss of throttle control. correction: dealers will replace the rod ends and ball studs."
2002108,Powertrain,"['DODGE STEALTH 1991', 'DODGE STEALTH 1992', 'DODGE STEALTH 1993', 'DODGE STEALTH 1994', 'DODGE STEALTH 1995', 'DODGE STEALTH 1996']","certain passenger vehicles built by mitsubishi motor corporation. a condition exists that allows oil to leak from the all-wheel drive transfer case. low oil levels in the transfer case could cause bearing damage and result in drive train lockup, increasing the risk of a crash. correction: dealer will inspect the transfer case and affect repairs as needed."
2002110,Brakes,['DODGE RAM 2002'],"on certain ram 1500 4x4 pickup trucks the rear axle flange weld to the axle tube could fatigue and allow the brake caliper assembly to rotate. during rotation, the brake line could separate from the caliper resulting in a brake fluid loss in the rear brake hydraulic system potentially resulting in a crash. correction: dealers will install rear brake caliper reinforcement collars on the rear axle tube assemblies."
2002240,Lights And Instruments,"['DODGE DAKOTA 2003', 'DODGE DURANGO 2003']","on certain vehicles, the right headlight may become inoperative due to an improperly sized circuit board trace in the central timer module.  correction:  dealers will replace the central timer module."
2003033,Other,['DODGE RAM 2003'],"on certain 2500 and 3500 series heavy duty pickup trucks equipped with a cummins diesel engine and a manual transmission, an elevated idle speed may occur after extended use of the cruise control. the engine will run at this elevated idle speed until either key off, or until the accelerator pedal is nearly fully depressed.  the customer perception is that the cruise control will not disengage or that the accelerator linkage is sticking.  correction:  dealer will reprogram the software in the cummins engine controller."
2003058,Visual System,['DODGE RAM 2002'],"on certain pickup trucks, the detent system on the exterior mirror housing may lose functionality, potentially affecting the driver's rearward field of vision.  correction:  dealer will install a mirror detent retainer kit on the driver and passenger side outside rearview mirrors."
2003059,Electrical,['DODGE RAM 2002'],"on certain pickup trucks, the electrical connector at the bottom of the steering column may contain an under-sized terminal in the heater ventilation air conditioning (hvac) blower motor circuit.  localized heating from current flow with the blower speed set on high may cause the terminal contacts to relax and lose contact.  this can cause the hvac blower motor to become inoperative.  correction:  dealer will install an approved wiring harness."
2003148,Wheels,['DODGE RAM 2003'],"on certain 2500 and 3500 heavy duty pickup trucks, the optional cast-aluminum wheels may exhibit an elevated level of porosity, which could result in reduced wheel durability.  correction:  dealer will replace affected wheels."
2003195,Fuel Supply,['DODGE VIPER 2003'],"on certain vehicles, the fuel pump wiring could become chafed by an underbody heat shield metal edge.  this could cause the fuel pump fuse to open and result in an engine-stall condition.  correction:  dealer will install a protective welt to the edge of the heat shield and a braided sleeve over the wiring harness."
2003244,Electrical,['DODGE VIPER 2003'],"on certain vehicles, the multifunction switch park lamp contacts may corrode over time, increasing the resistance in the low current circuit.  the increase in resistance may cause erroneous communication with the bcm (body control module), possibly causing the park lamps, head lamps, and/or instrument panel lamps to flicker or become inoperative.  correction:  dealer will reprogram the bcm."
2003245,Electrical,"['DODGE DAKOTA 2001', 'DODGE DAKOTA 2002', 'DODGE DAKOTA 2003']","on certain vehicles equipped with a manual transmission, the headlamp and dash wiring harness may be chafed by the actuation of the clutch pedal.  this could result in abnormal operation of the wipers, turn signals, horn or lighting systems.  correction:  dealer will reroute the wiring harness."
2003321,Powertrain,['DODGE RAM 2004'],"on certain pickup trucks, the transfer case to transmission attaching fasteners may be below the specified torque.  this may cause the transmission adapter or transfer case housing to crack and leak fluid.  continued vehicle operation can result in propeller shaft separation and damage to fuel system components, possibly resulting in an underbody vehicle fire.  correction:  dealer will re-torque the transfer case to transmission fasteners."
1980118,Engine,"['CHRYSLER CORDOBA 1980', 'CHRYSLER LEBARON 1980', 'CHRYSLER NEW YORKER 1980', 'CHRYSLER NEWPORT 1980', 'DODGE ASPEN 1980', 'DODGE DIPLOMAT 1980', 'DODGE MIRADA 1980', 'DODGE ST REGIS 1980', 'PLYMOUTH CARAVELLE 1980', 'PLYMOUTH GRAN FURY 1980', 'PLYMOUTH VOLARE 1980']",1980 vehicles equipped with canadian specification 318 c.i.d. - 2 barrel  carburetor catalyst engines.  vehicles are equipped with an underhood  emission control label printed with an incorrect propane idle speed. this  incorrect information may cause the engine to emit exhaust gas pollutants  in excess of levels required by canada motor vehicle safety standard 1103  - exhaust emissions.
1982077,Other,"['CHRYSLER LEBARON 1983', 'DODGE 600 1983', 'PLYMOUTH CARAVELLE 1983']","on certain vehicles, due to the connection of the travel computer system wiring to the wrong ignition coil terminal, damage to the internal components of the interface module could occur and affect the engine ignition system, possibly causing loss of ignition with inability to restart engine."
1982078,Fuel Supply,"['CHRYSLER NEW YORKER 1983', 'DODGE 600 1983', 'PLYMOUTH CARAVELLE 1983']","on certain vehicles, the electrical fuel filler door release is activated through a solenoid mounted to the back side of the fuel filler tube housing. a combination of loose solenoid attachment screws and an internal short circuit of the solenoid to its housing may allow arcing to occur at the solenoid attaching screws. such arcing could ignite fuel vapours that may be present at the fuel filler pipe cap."
1982099,Brakes,"['CHRYSLER LEBARON 1983', 'CHRYSLER NEW YORKER 1983', 'DODGE 600 1983', 'DODGE ARIES 1983', 'PLYMOUTH CARAVELLE 1983', 'PLYMOUTH RELIANT 1983']","on certain vehicles, hydraulic brake tube may interfere with exhaust system hangar bolt and eventually result in brake fluid leakage. this could create a partial loss of braking capability. should this occur the brake warning light on the instrument panel will warn driver."
1983053,Brakes,"['CHRYSLER LEBARON 1983', 'CHRYSLER NEW YORKER 1983', 'DODGE 400 1983', 'DODGE 600 1983', 'DODGE ARIES 1983', 'PLYMOUTH CARAVELLE 1983', 'PLYMOUTH RELIANT 1983']","on certain vehicles, hydraulic brake tube routing to both rear wheels may allow interference between the tubes and the rear suspension trailing arm pivot brackets. abrasion resulting from such interference may result in tube fatigue and partial loss of braking capability."
1993096,Visual System,['TOYOTA PREVIA 1991'],certain windshield wiper components may fail due to insufficient strength. this could cause the winshield wiper to stop resulting in impaired driver vision during inclement weather conditions.  correction: a new wiper motor and certain wiper arm components will be installed and the wiper arm pivot nut will be retorqued.
1993127,Electrical,['TOYOTA PREVIA 1991'],a short circuit could occur inside the radio and possibly result in a passenger compartment fire.  correction: radio will be replaced on affected vehicles.
1994130,Seats And Restraints,['TOYOTA COROLLA 1994'],"these vehicles may not comply with c.m.v.s.s. 209 - seat belt assemblies.  certain seat belt anchor ""anchor straps"" were improperly heat treated, which may cause the straps to separate below the levels required by the standard.  correction: seat belts will be inspected and replaced if necessary."
1994179,Electrical,"['TOYOTA COROLLA 1993', 'TOYOTA COROLLA 1994']","an unused harness connector for vehicle accessories may have been improperly routed under the floor carpet in the left kick panel. salt, water or snow carried into the vehicle by the driver's shoes may penetrate the carpet and repeatedly drip onto the connector. this could result in the formation of an ice bridge between the terminals, possibly causing an electrical short inside the connector. if this were to occur, the connector could heat up, creating the risk of a vehicle fire.  correction: unused connector will be relocated."
